RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
52004143-5,LACTEOS CHAUQUEN SPA,8,15,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS LACTEOS,XIV REGION DE LOS RIOS,Manufactura / Retail,True,32.0,Manufactura Retail,"Gestión y evaluación de riesgos en la cadena de proveedores de alimentos y retail, asegurando cumplimiento normativo sanitario y comercial","Lacteos Chauquen es una empresa mediana (12 puntos) en sector manufactura retail de alimentos con 15 trabajadores. No está regulada por CMF, Sernageomin, SEC o CNE (0 puntos regulación). Por su tamaño y giro manufacturero-retail, probablemente maneja entre 50-200 proveedores principalmente de materias primas, insumos y distribución (15 puntos). Sin señal externa reportada (0 puntos). Como empresa de alimentos en retail, necesita validar proveedores y clientes para mitigar riesgos sanitarios, fraude y cumplimiento regulatorio local.",0.0,0.0,,,
52004188-5,PRODUCTORA Y COMERCIALIZADORA JORGE ALEJANDRO LEON BARRERA E I R L,10,48,PERSONA JURIDICA COMERCIAL,ELABORACION Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS,XIII REGION METROPOLITANA,Manufactura / Retail,True,40.0,Manufactura Retail,Gestión y evaluación de riesgo en cadena de proveedores de manufactura y distribución retail,"La empresa es una EIRL de manufactura/retail con 48 trabajadores (gran empresa) en la RM. No está regulada por entidades como CMF, Sernageomin, SEC o CNE (puntuación 0). Por su tamaño y giro mixto (manufactura + retail), probablemente maneja entre 50-200 proveedores considerando necesidades de materia prima, distribución y operaciones (puntuación 15). Sin señal externa reportada (puntuación 0). El pain point principal es la debida diligencia en su cadena de proveedores, que es crítica para empresas de este tamaño en sectores donde el riesgo reputacional y operacional es significativo.",0.0,0.0,,,
52004268-7,AV. CONSTRUCCIONES LIMITADA,9,188,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IV REGION COQUIMBO,Manufactura / Retail,True,35.0,Manufactura Retail,Gestión y evaluación de riesgos en cadena de proveedores para asegurar cumplimiento normativo y calidad operacional,"Empresa mediana (188 trabajadores) en sector Manufactura Retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño y modelo de negocio, probablemente maneja entre 50-200 proveedores (puntuación 15). Sin señal externa reportada (N/A = 0). El principal valor de Plutto sería mitigar riesgos operacionales y de cumplimiento en su red de abastecimiento.",0.0,1.0,,,
52004614-3,AGRICOLA Y GANADERA HUGO GASTON BONICIOLI PRIETO EIRL,9,35,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Utilities / Infraestructura,True,47.0,Utilities/Infraestructura,"Gestión y evaluación de riesgos en la cadena de proveedores agrícolas y ganaderos, especialmente en infraestructura rural de Magallanes","La empresa opera en el sector Utilities/Infraestructura con giro agrícola-ganadero en Magallanes. Recibe 15 puntos de regulación porque empresas de infraestructura y servicios básicos en Chile típicamente están reguladas por CNE (si suministran energía) o entidades equivalentes. Con 35 trabajadores (mediana empresa) estima ~50-200 proveedores (15 puntos), ya que requiere insumos agropecuarios, combustible, equipamiento y servicios técnicos. Sin señal externa reportada (0 puntos). El dolor clave es gestionar la debida diligencia de múltiples proveedores en una región compleja geográficamente, donde Plutto facilita la evaluación de riesgos de proveedores y colaboradores.",0.0,0.0,,,
52004641-0,EDUARDO VEGA HUERTA PREST DESERV ESP ING CONST Y MONT EN GRAL E I R L,11,961,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,III REGION DE ATACAMA,Manufactura / Retail,True,58.0,Manufactura Retail,Gestión y evaluación de riesgos en una cadena de proveedores amplia (>200) para asegurar cumplimiento normativo y mitigar exposición operacional.,"La empresa es una gran empresa (961 trabajadores) en el sector Manufactura/Retail con presencia en la III Región. No está regulada por entidades como CMF, Sernageomin, SEC o CNE (puntos regulación = 0). Dado su tamaño e industria, probablemente maneja más de 200 proveedores para operaciones de manufactura y retail (puntos proveedores = 25). No hay señal externa reportada (puntos señal = 0). El pain point principal es la necesidad de due diligence y evaluación de riesgos en una base amplia de proveedores, exactamente lo que Plutto resuelve.",0.0,0.0,,,
52004950-9,TRANSPORTES Y MAQUINARIAS  INDEF SPA,8,27,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,True,47.0,Utilities/Infraestructura,Gestión y evaluación de riesgos en cadena de suministro de proveedores de transporte y maquinaria para infraestructura,"Empresa mediana (27 trabajadores) en sector Utilities/Infraestructura con giro en transportes y maquinarias. Probable regulación por CNE/SEC dado su participación en infraestructura crítica. Con 27 empleados y operaciones en transporte/maquinaria, estima cadena de 50-200 proveedores (suministros, combustible, repuestos, servicios especializados). Sin señal externa reportada. Pain point: necesidad de evaluar proveedores críticos en cadena de suministro para cumplimiento normativo en sector regulado.",0.0,1.0,,,
52005039-6,FORESTAL ERWIN IVAN ERICES CASTRO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,9,85,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,IX REGION DE LA ARAUCANIA,Manufactura / Retail,True,35.0,Manufactura Retail,"Gestión y evaluación de riesgos en la cadena de suministro forestal, incluyendo cumplimiento normativo ambiental y laboral de proveedores.","Empresa forestal mediana (85 trabajadores) en región productiva sin regulación sectorial específica relevante (CMF, Sernageomin, SEC, CNE no aplican directamente). Estimamos 50-200 proveedores típicos para manufactura/retail de este tamaño operando en Araucanía (15 puntos). Sin señal externa reportada (0 puntos). Como empresa forestal, requiere supervisión de proveedores de insumos, transporte y distribución, donde Plutto puede agregar valor en due diligence y detección de riesgos de cumplimiento.",0.0,0.0,,,
52005166-K,ASESORIAS Y SERVICIOS A LA MINERIA ITM LIMITADA.-,8,42,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,XIII REGION METROPOLITANA,Mining / Energía,True,47.0,Mining/Energía,Gestión de cumplimiento regulatorio y debida diligencia de proveedores en sector minero de alto riesgo,"La empresa opera en Mining/Energía con 42 trabajadores (mediana). Está regulada por Sernageomin como empresa de servicios a la minería (15 puntos). Con 42 empleados y operaciones en minería, probablemente maneja entre 50-200 proveedores para servicios especializados, logística y compliance (15 puntos). No hay señal externa reportada (0 puntos). El sector minero requiere riguroso KYB de proveedores y colaboradores por regulaciones ambientales y de seguridad, generando pain point crítico para Plutto.",0.0,0.0,,,
52005377-8,SERVICIOS ALICIA MONICA GEBAUER HITSCHFELD E.I.R.L.,8,12,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",X REGION LOS LAGOS,Mining / Energía,True,47.0,Mining/Energía,"Gestión y evaluación de riesgos de proveedores en operaciones minero-energéticas, cumplimiento normativo con Sernageomin y regulaciones ambientales, y debida diligencia en cadena de suministro.","La empresa opera en Mining/Energía con 12 trabajadores (tamaño mediano), ubicada en Los Lagos. Recibe puntaje en regulación (15) porque el sector minero-energético está sujeto a fiscalización por Sernageomin y normativas ambientales. En proveedores (15) porque una empresa de este tamaño típicamente maneja entre 50-200 proveedores considerando servicios especializados, logística y materiales. Sin señal externa registrada (N/A = 0). El giro clasificado es válido y se mantiene igual. El pain point se enfoca en la debida diligencia de proveedores, aspecto crítico en sectores regulados como minería.",0.0,0.0,,,
52005405-7,OLGA TORO PIZARRO CONSTRUCTORA E I R L,8,70,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,IV REGION COQUIMBO,Mining / Energía,True,50.0,Mining/Energía,"Gestión y evaluación de riesgos de proveedores en cadena de suministro minera, cumplimiento normativo con Sernageomin y estándares de seguridad operacional.","La empresa es constructora en el sector mining/energía (giro explícito), ubicada en Coquimbo (región minera). Como mediana empresa (70 trabajadores) en este sector está probablemente regulada por Sernageomin. Estima 50-200 proveedores típicos para una constructora de este tamaño en mining (materiales, equipos, subcontratistas). Sin señal externa reportada (N/A). El principal dolor es la debida diligencia continua de proveedores dado el régimen regulatorio minero y riesgos operacionales.",0.0,0.0,,,
52005413-8,ENRIQUE TRONCOSO INGENIERIA E.I.R.L.,8,21,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,True,32.0,Manufactura Retail,Gestión y evaluación de riesgos en la cadena de proveedores para asegurar cumplimiento normativo y calidad operacional,"ENRIQUE TRONCOSO INGENIERIA es una mediana empresa (21 trabajadores) en el sector Manufactura Retail sin regulación específica de entidades como CMF o Sernageomin. Como empresa de manufactura/retail de tamaño medio, probablemente maneja entre 50-200 proveedores en su cadena de suministro (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain_point principal es la debida diligencia de proveedores, donde Plutto agrega valor mediante evaluación automatizada de riesgos y compliance en la red de abastecimiento.",0.0,0.0,,,
52005472-3,CONSTRUCTORA ECOTEM SPA,11,171,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,VIII REGION DEL BIO BIO,Manufactura / Retail,True,46.0,Manufactura Retail,Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail,"Constructora Ecotem es una gran empresa (171 trabajadores) en el sector manufactura retail con presencia regional. No está sujeta a regulación de CMF, Sernageomin, SEC o CNE dado su giro. Por su tamaño y complejidad operativa, probablemente maneja entre 50-200 proveedores, típico de empresas de manufactura con distribución retail. Sin señal externa reportada (N/A). El pain point principal es la necesidad de evaluar y monitorear proveedores para mitigar riesgos operacionales y de cumplimiento normativo, servicio core de Plutto.",1.0,0.0,,,
53104170-4,VALLEJOS TRANSPORTES LIMITADA,8,58,SIN PER. JURIDICA,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,True,53.0,Utilities/Infraestructura,"Gestión y evaluación de riesgos en la cadena de suministro de transporte e infraestructura, cumplimiento normativo ante reguladores como CNE y fiscalización de proveedores y colaboradores.","VALLEJOS TRANSPORTES es una empresa mediana (58 trabajadores) del sector Utilities/Infraestructura en V Región. Como empresa de transporte e infraestructura, está sujeta a regulación de la CNE y normativas de seguridad vial, por lo que asignamos 15 puntos en regulación. Estimamos 50-200 proveedores típicos para una empresa de este tamaño y giro (combustible, repuestos, mantenimiento, servicios logísticos), asignando 15 puntos. Sin señal externa reportada (N/A), asignamos 0 puntos. El pain_point se enfoca en la debida diligencia de proveedores y cumplimiento regulatorio, necesidades clave para empresas de infraestructura.",1.0,0.0,,,
53105520-9,ASOC GREMIAL DE DUENOS DE CAMIONES DE LA SEXTA REGION,11,34,SIN PER. JURIDICA,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,True,55.0,Utilities/Infraestructura,"Evaluar y monitorear la conformidad regulatoria de proveedores de transporte y logística, asegurando cumplimiento de normativas de seguridad vial y licencias de operación.","La asociación gremial de dueños de camiones está regulada por la CNE y autoridades de transporte (por normativas de operación y seguridad vial). Como gremial que agrupa a transportistas, probablemente gestiona entre 50-200 proveedores/asociados y requiere verificar cumplimiento regulatorio. Sin señales externas reportadas (N/A). El giro es claramente Utilities/Infraestructura. Puntos: regulación 15 (sí regulada), proveedores 15 (rango medio por naturaleza gremial), señal 0 (N/A).",0.0,0.0,,,
53110730-6,COMUNIDAD DE SERVICIOS REMODELACION SAN BORJA,9,45,SIN PER. JURIDICA,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",XIII REGION METROPOLITANA,Utilities / Infraestructura,True,47.0,Utilities/Infraestructura,"Gestión y evaluación de riesgos de proveedores en servicios de remodelación e infraestructura, con cumplimiento normativo ante reguladores como CNE y organismos municipales.","La empresa opera en el giro de servicios de remodelación e infraestructura (Utilities/Infraestructura), lo que la expone a regulación por CNE y entidades municipales relacionadas con construcción e infraestructura (15 puntos regulación). Con 45 trabajadores (mediana empresa) y operaciones en remodelación, probablemente gestiona entre 50-200 proveedores de materiales, subcontratistas y servicios especializados (15 puntos proveedores). No hay señal externa reportada (0 puntos señal). El pain point principal es la debida diligencia de cadena de suministro en un sector regulado con múltiples proveedores.",0.0,0.0,,,
53317999-1,SUCESION BENEDICTO ESTANISLAO MENA SEPULVEDA,10,23,SIN PER. JURIDICA,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,XIII REGION METROPOLITANA,Manufactura / Retail,True,40.0,Manufactura Retail,Gestión y evaluación de riesgo en la cadena de proveedores y distribuidores para asegurar cumplimiento normativo y mitigar riesgos operacionales,"La empresa es una gran empresa (20+ trabajadores) en el sector Manufactura Retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño y giro, probablemente maneja entre 50-200 proveedores (manufactura retail típicamente requiere múltiples proveedores de materias primas, componentes y distribución). No hay señal externa reportada (N/A). El pain point principal es la debida diligencia en proveedores, área core de Plutto, especialmente crítica en empresas de manufactura-retail que dependen de cadenas complejas.",0.0,0.0,,,
