RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
65218304-2;CORPORACION SISTEMA COLECTIVO DE GESTION DE ENVASES Y EMBALAJES RESIMPLE;12;106;ORG. SIN FINES DE LUCRO;ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE DESECHOS;XIII REGION METROPOLITANA;Mining / Energía;True;68.0;Mining/Energía;Gestión y cumplimiento normativo de una red extensa de proveedores de envases y embalajes en el sector minero-energético, con requisitos regulatorios complejos.;La empresa RESIMPLE es una corporación de gestión colectiva de envases en el sector Mining/Energía. (1) Regulación: Obtiene 15 puntos porque operando en Mining/Energía y como gestor colectivo de envases, está regulada por Sernageomin y potencialmente por normativas ambientales y de responsabilidad extendida del productor. (2) Proveedores: Obtiene 25 puntos porque como sistema colectivo de gestión de envases en un sector grande (106 trabajadores), probablemente gestiona más de 200 proveedores/afiliados de empresas mineras y energéticas. (3) Señal externa: 0 puntos sin información de señal específica. El pain_point se enfoca en la complejidad regulatoria que Plutto podría resolver mediante debida diligencia y monitoreo de proveedores.;0.0;0.0;RESIMPLE;https://www.resimple.cl;Media
76000701-3;INVERSIONES MARINA DEL SOL S.A.;11;47;PERSONA JURIDICA COMERCIAL;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES;VIII REGION DEL BIO BIO;Financiero;True;68.0;Financiero;Gestión y debida diligencia de múltiples proveedores y contrapartes en un entorno regulado, con necesidad de cumplimiento normativo continuo ante la CMF.;Como empresa del giro Financiero, está probablemente regulada por la CMF (Comisión para el Mercado Financiero), lo que justifica 15 puntos en regulación. Con 47 trabajadores y 8 empresas hijas, se estima que maneja entre 50-200 proveedores considerando la complejidad de operaciones financieras y estructura corporativa, asignando 15 puntos. Sin señal externa reportada (N/A), se asignan 0 puntos. El tamaño de gran empresa (20 puntos) ya fue calculado. El principal pain point es la necesidad de evaluar y monitorear continuamente a proveedores y colaboradores bajo estándares regulatorios exigentes de la CMF.;8.0;3.0;;;Baja
59296220-9;CHINA RAILWAY CONSTRUCTION CORPORATION INTERNATIONAL LIMITED, AGENCIA EN CHILE;13;798;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;XIII REGION METROPOLITANA;Manufactura / Retail;True;66.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena de proveedores compleja a nivel internacional, considerando la magnitud operativa y cantidad de stakeholders;China Railway Construction es una empresa estatal china de gran envergadura con 798 trabajadores en Chile, 2 empresas filiales y operaciones en manufactura/retail. No está bajo regulación de CMF, Sernageomin, SEC o CNE específicamente. Por su tamaño (gran empresa) y naturaleza de operaciones de construcción/ingeniería a escala internacional, probablemente gestiona más de 200 proveedores globales en su cadena de suministro. No hay señal externa reportada (N/A). El principal pain_point es la debida diligencia continua sobre proveedores internacionales y evaluación de riesgos en una estructura operativa compleja.;2.0;1.0;;;Baja
75584300-8;ASOC GREMIAL DE EMPRESARIOS DEL TRANSPORTE EL LOA;12;66;ORG. SIN FINES DE LUCRO;TRANSPORTE DE CARGA POR CARRETERA;II REGION DE ANTOFAGASTA;Utilities / Infraestructura;True;66.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y evaluación de riesgos en la cadena de proveedores de transporte e infraestructura;La empresa es una asociación gremial del transporte en Antofagasta (sector crítico de infraestructura). Probable regulación por CNE y/o SEC por su rol en servicios esenciales de transporte. Con 66 trabajadores y 2 empresas hijas, estima una cadena de 50-200 proveedores típica en este sector (combustible, mantención, logística). Sin señales externas reportadas (N/A). El gremio requiere cumplimiento regulatorio constante y evaluación de riesgos en proveedores para mantener licencias operacionales.;2.0;0.0;;;Baja
70010920-8;COOP DE AHORRO Y CREDITO ORIENTE LIMITADA;12;341;ORG. SIN FINES DE LUCRO;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;VII REGION DEL MAULE;Financiero;True;66.0;Financiero;Gestión de riesgo en la evaluación de clientes, proveedores y colaboradores bajo supervisión regulatoria de la CMF;Como cooperativa de ahorro y crédito, está regulada por la CMF (15 puntos). Con 341 trabajadores y 2 empresas filiales, probablemente maneja entre 50-200 proveedores considerando operaciones financieras, tecnología y servicios complementarios (15 puntos). No hay señal externa registrada (0 puntos). El pain_point se alinea con el core de Plutto: una institución financiera regulada requiere debida diligencia robusta en stakeholders para cumplir normativas y mitigar riesgos reputacionales y operacionales.;2.0;0.0;Coopeoriente;https://www.coopeoriente.cl;Media
59278060-7;BONATTI SPA,AGENCIA EN CHILE;13;1154;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;63.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena extensa de proveedores y distribuidores, asegurando cumplimiento normativo y mitigación de riesgos reputacionales en operaciones de manufactura y retail.;BONATTI SPA es una gran empresa (1154 trabajadores) en el sector Manufactura Retail con presencia en RM. No está regulada por CMF, Sernageomin, SEC o CNE. Por su tamaño y complejidad operacional (1 empresa matriz y 1 filial), probablemente gestiona >200 proveedores en su cadena de suministro, justificando 25 puntos. Sin señal externa reportada (N/A = 0 puntos). El ICP es moderadamente alto (25 puntos) debido al volumen de proveedores que requieren evaluación continua, alineado con la propuesta de valor de Plutto en debida diligencia y detección de riesgos.;1.0;1.0;Bonatti;https://www.bonatti.cl;Media
72529900-1;RED UNIVERSITARIA NACIONAL;10;22;ORG. SIN FINES DE LUCRO;OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;63.0;Utilities/Infraestructura;Gestión y debida diligencia de proveedores en sector regulado de utilities, con énfasis en cumplimiento normativo ante entidades como CNE y evaluación de riesgos en cadena de suministro de infraestructura crítica.;RED UNIVERSITARIA NACIONAL opera en el vertical Utilities/Infraestructura (asignado correctamente). Como entidad de infraestructura crítica de telecomunicaciones/redes, está probablemente regulada por CNE/autoridades de telecomunicaciones (15 puntos). Con 22 trabajadores clasificada como gran empresa y 2 filiales, estimamos maneja entre 50-200 proveedores considerando complejidad operacional de redes y servicios de infraestructura (15 puntos). No hay señal externa registrada (0 puntos). El pain_point se enfoca en la necesidad de validar proveedores y colaboradores en un entorno regulado y de riesgo operacional elevado.;2.0;0.0;RUN;https://www.run.cl;Media
59291940-0;PUENTES Y CALZADAS INFRAESTRUCTURAS S.L.U., AGENCIA EN CHILE;13;655;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;XIII REGION METROPOLITANA;Manufactura / Retail;True;61.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena extensa de proveedores y colaboradores dado su tamaño (655 trabajadores) y estructura multinacional;La empresa es una gran empresa (655 trabajadores) en el rubro de infraestructuras/manufactura retail. No presenta regulación específica por CMF, Sernageomin, SEC o CNE que aplique directamente. Dada su tamaño y naturaleza operativa en construcción/infraestructuras, probablemente gestiona más de 200 proveedores (contratistas, suministros, servicios especializados), justificando 25 puntos. No hay señal externa registrada (N/A). El pain_point principal es la evaluación eficiente de riesgos en su amplia red de proveedores y colaboradores.;1.0;1.0;;;Baja
76001251-3;MDM TRANSPORTES Y GRUAS LIMITADA;10;135;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;VIII REGION DEL BIO BIO;Utilities / Infraestructura;True;61.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores de transporte y servicios de grúa, cumplimiento normativo de seguridad vial y laboral, y debida diligencia de subcontratistas en operaciones de infraestructura.;MDM Transportes y Grúas opera en el vertical Utilities/Infraestructura como empresa clasificada en servicios de transporte y logística crítica. Es probable que esté regulada por CNE (Comisión Nacional de Energía) o entes de transporte dado su rol en infraestructura, otorgando 15 puntos. Con 135 trabajadores (gran empresa) y operaciones especializadas en grúas y transporte, probablemente gestiona entre 50-200 proveedores (contratistas, proveedores de repuestos, combustible, servicios), asignando 15 puntos. Sin señal externa proporcionada, puntaje de 0. El ICP total sería 30 puntos (sin contar tamaño ya evaluado), indicando relevancia moderada-alta para Plutto dada la criticidad operacional y riesgos regulatorios del sector.;1.0;0.0;;;Baja
76000935-0;PROMOTORA CHILENA DE CAFE COLOMBIA S.A.;12;1453;PERSONA JURIDICA COMERCIAL;ELABORACION DE TE, CAFE, MATE E INFUSIONES DE HIERBAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;60.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena extensa de proveedores de café, asegurando compliance en sourcing internacional y trazabilidad del producto.;La empresa es una gran manufacturera-retail (1.453 trabajadores) en el sector café con 2 empresas matrices. Por su tamaño y modelo de negocio de importación/distribución de café, probablemente gestiona >200 proveedores entre productores internacionales, distribuidores y retail partners, justificando 25 puntos. No hay evidencia de regulación específica por CMF, Sernageomin, SEC o CNE (0 puntos). Sin señal externa reportada (0 puntos). El pain point se enfoca en evaluación de proveedores internacionales, un caso de uso directo para Plutto en cadenas de suministro complejas.;0.0;2.0;;;
59275300-6;CHINA RAILWAY TUNNEL GROUP CO LTD SUCURSAL CHILE;12;1060;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;60.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena extensa de proveedores y contratistas para proyectos de infraestructura ferroviaria.;China Railway Tunnel Group es una gran empresa constructora (1060 trabajadores) con operaciones en infraestructura. No está regulada por CMF, Sernageomin, SEC o CNE específicamente. Dada su escala y naturaleza de proyectos de construcción/infraestructura, típicamente maneja más de 200 proveedores (contratistas, suministradores de materiales, logística). Sin señal externa reportada (N/A). El principal dolor sería la debida diligencia en una red amplia de proveedores para mitigar riesgos operacionales y de cumplimiento.;0.0;0.0;;;
52003306-8;JAVIERA CAROCA CASTRO Y COMPANIA LIMITADA;9;252;PERSONA JURIDICA COMERCIAL;ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS;VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Mining / Energía;True;60.0;Mining/Energía;Gestión de cumplimiento regulatorio en cadena de suministro de proveedores mineros y de energía, asegurando adherencia a normativas de Sernageomin y CNE.;Empresa mediana (252 trabajadores) en sector Mining/Energía en VI Región, claramente regulada por Sernageomin y CNE (15 puntos). Con 2 empresas hijas y tamaño mediano, estima cadena de 50-200 proveedores típica del sector (15 puntos). Sin señal externa registrada (0 puntos). El pain_point se orienta a debida diligencia de proveedores en contexto regulatorio minero-energético, que es el core de Plutto.;2.0;0.0;;;
65206563-5;ASOCIACION GREMIAL DE TRANSPORTISTAS CALICHE A.G;10;230;ORG. SIN FINES DE LUCRO;TRANSPORTE DE CARGA POR CARRETERA;I REGION DE TARAPACA;Utilities / Infraestructura;True;60.0;Utilities/Infraestructura;Gestión de cumplimiento normativo y evaluación de riesgos en la cadena de suministro de transporte de carga, especialmente en sectores regulados como minería y energía;La empresa es una asociación gremial de transportistas en la región de Tarapacá (zona minera) con 230 trabajadores. Por su naturaleza de operador de infraestructura de transporte en sectores minero-energéticos, está probablemente regulada por CNE y/o Sernageomin (15 puntos). Con 230 trabajadores y operaciones en transporte, estima entre 50-200 proveedores de servicios (combustible, mantención, logística, etc.) dada la complejidad operativa (15 puntos). No hay señal externa reportada (0 puntos). El giro ya venía clasificado correctamente en Utilities/Infraestructura.;0.0;0.0;;;
52000288-K;FORESTAL Y ASERRADEROS LEONERA LIMITADA.;12;225;PERSONA JURIDICA COMERCIAL;ASERRADO Y ACEPILLADURA DE MADERA;XVI REGION DE ÑUBLE;Manufactura / Retail;True;60.0;Manufactura Retail;Gestión y evaluación de riesgos de una cadena compleja de proveedores de materias primas forestales y distribuidores retail, considerando la estructura de 5 empresas filiales y operaciones en región de Ñuble.;Empresa manufacturera forestal de gran tamaño (225 trabajadores) sin regulación sectorial específica identificable (no financiera, minera, utilities ni energética). Por su escala operativa, complejidad con filiales y naturaleza de manufactura forestal con distribución retail, se estima manejo de proveedores en rango medio-alto (50-200), típico de cadenas de suministro forestales. Sin señal externa reportada (N/A). El principal valor de Plutto sería mitigar riesgos en evaluación de proveedores de insumos forestales y socios comerciales en cadena de distribución.;5.0;1.0;;;
59072510-2;DELTA AIR LINES INC AGENCIA EN CHILE;13;40;SOCIEDADES EXTRANJERAS;TRANSPORTE DE PASAJEROS POR VIA AEREA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;58.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en operaciones aeroportuarias y de transporte aéreo, con múltiples jurisdicciones y requisitos de seguridad críticos.;Delta Air Lines es una aerolínea internacional regulada por CNE (Comisión Nacional de Energía) y autoridades de aviación civil chilena en aspectos de infraestructura y operaciones. El sector de transporte aéreo está altamente regulado. Con 40 trabajadores y presencia de empresa padre/hija, típicamente maneja entre 50-200 proveedores (catering, mantenimiento, combustible, servicios logísticos). No hay señal externa reportada (N/A). El pain point se enfoca en la necesidad de evaluar proveedores críticos bajo regulación sectorial.;1.0;1.0;;;
